sample_id,scene,subject,round,step_id,data_split,trap_injected,proposed_move,proposed_dist,proposed_ang,P,O_original,O,F,B_original,B,L_original,L,min_frontal_dist,min_frontal_dist_recomputed,risk_score,risk_entropy,risk_level_entropy,weight_version,threshold_version,collision_count,collision_event,stuck
classroom_B_R32_S095,classroom,B,32,95,calibration,False,walk,2.0,0.0,0.9895,1.0,1.0,1.0,1.0,0.8947,0.9,0.3333,0.09,0.09,0.9879,0.7224027262640317,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,5,1,0
classroom_B_R32_S096,classroom,B,32,96,calibration,False,walk,2.0,0.0,0.9895,1.0,1.0,1.0,0.8462,0.7368,0.6,0.3333,0.09,0.09,0.9041,0.6878179226089042,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,10,1,1
classroom_B_R32_S097,classroom,B,32,97,calibration,False,walk,2.0,0.0,0.0,0.2882,0.0,0.0,0.0,0.0,0.0,0.0,6.94,6.94,0.1009,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R32_S098,classroom,B,32,98,calibration,False,walk,2.0,0.0,0.0,0.4016,0.0,0.0,0.0,0.1053,0.0,0.0,4.98,4.98,0.1406,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R32_S099,classroom,B,32,99,calibration,False,walk,2.0,0.0,0.0001,0.6826,0.0,0.0001,0.0,0.0,0.0,0.0,2.93,2.93,0.2389,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S000,classroom,B,33,0,calibration,False,turn,0.0,-90.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,1.45,1.48,0.001,0.0020757835528096673,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S001,classroom,B,33,1,calibration,False,turn,0.0,-90.0,0.0067,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,1.4,1.42,0.0013,0.002674567269966302,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S002,classroom,B,33,2,calibration,False,turn,0.0,-70.0,0.0007,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,1.84,1.33,0.0001,0.0002794324013397629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S003,classroom,B,33,3,calibration,False,walk,2.0,0.0,0.0,0.5291,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,0.1852,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S004,classroom,B,33,4,calibration,False,turn,0.0,-15.0,0.0035,0.0,0.0,0.0035,0.0,0.2105,0.0,0.0,1.53,2.15,0.0007,0.04750293255390802,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S005,classroom,B,33,5,calibration,False,walk,2.0,0.0,0.0,0.4386,0.0,0.0,0.0,0.1053,0.0,0.0,4.56,4.56,0.1535,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S006,classroom,B,33,6,calibration,False,turn,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.2105,0.0,0.0,2.64,2.64,0.0,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S007,classroom,B,33,7,calibration,False,walk,2.0,0.0,0.0,0.4141,0.0,0.0,0.0,0.0,0.0,0.0,4.83,4.83,0.1449,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S008,classroom,B,33,8,calibration,False,turn,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,2.77,3.25,0.0,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S009,classroom,B,33,9,calibration,False,walk,1.5,0.0,0.0004,0.5792,0.0,0.0004,0.0,0.0,0.0,0.0,2.59,2.59,0.2028,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S010,classroom,B,33,10,calibration,False,turn,0.0,-60.0,0.0266,0.0,0.0,0.0266,0.0769,0.1053,0.0,0.0,1.12,1.21,0.0322,0.03368226801395674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S011,classroom,B,33,11,calibration,False,walk,2.0,0.0,0.0,0.5,0.0,0.0,0.0769,0.2632,0.0,0.0,4.0,4.0,0.2019,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S012,classroom,B,33,12,calibration,False,turn,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,2.09,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S013,classroom,B,33,13,calibration,False,turn,0.0,-10.0,0.0004,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,1.96,5.2,0.0001,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S014,classroom,B,33,14,calibration,False,walk,2.0,0.0,0.0,0.2245,0.0,0.0,0.0,0.0,0.0,0.0,8.91,8.91,0.0786,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S015,classroom,B,33,15,calibration,False,walk,2.0,0.0,0.0,0.2865,0.0,0.0,0.0,0.0,0.0,0.0,6.98,6.98,0.1003,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S016,classroom,B,33,16,calibration,False,walk,1.29,0.0,0.0,0.2722,0.0,0.0,0.0,0.0526,0.0,0.0,4.74,4.74,0.0953,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S017,classroom,B,33,17,calibration,False,turn,0.0,-90.0,0.1091,0.0,0.0,0.1091,1.0,0.0526,0.2,0.0,0.82,3.19,0.3918,0.05507250258660763,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S018,classroom,B,33,18,calibration,False,turn,0.0,-90.0,0.0025,0.0,0.0,0.0025,0.0,0.8947,0.0,0.0,1.6,0.87,0.0005,0.1969639249217286,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S019,classroom,B,33,19,calibration,False,walk,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.07,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S020,classroom,B,33,20,calibration,False,walk,2.0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,0.0814,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S021,classroom,B,33,21,calibration,False,walk,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.07,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S022,classroom,B,33,22,calibration,False,walk,2.0,0.0,0.0,0.2475,0.0,0.0,0.0,0.0,0.0,0.0,8.08,8.08,0.0866,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S023,classroom,B,33,23,calibration,False,turn,0.0,12.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,2.06,5.94,0.0,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S024,classroom,B,33,24,calibration,False,walk,2.0,0.0,0.0,0.3484,0.0,0.0,0.0,0.0,0.0,0.0,5.74,5.74,0.122,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S025,classroom,B,33,25,calibration,True,walk,3.0,0.0,0.0,0.7853,0.0,0.0,0.0,0.0526,0.0,0.0,3.82,3.82,0.2749,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S026,classroom,B,33,26,calibration,False,turn,0.0,-90.0,0.0241,0.0,0.0,0.0241,0.1429,1.0,0.0,0.0,1.14,0.69,0.0548,0.22865024721182986,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
classroom_B_R33_S027,classroom,B,33,27,calibration,False,turn,0.0,-30.0,0.0002,0.0,0.0,0.0002,0.0,0.4211,0.0,0.5,2.07,1.34,0.0,0.2832038151052867,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S028,classroom,B,33,28,calibration,False,walk,1.1,0.0,0.0027,0.5046,0.0,0.0027,0.0,0.0526,0.0,0.0,2.18,2.18,0.1772,0.012598777582963674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S029,classroom,B,33,29,calibration,False,turn,0.0,30.0,0.0253,0.0,0.0,0.0253,0.2308,0.2632,0.1,0.0,1.13,1.13,0.0958,0.0677481257808818,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S030,classroom,B,33,30,calibration,False,walk,1.8,0.0,0.0,0.2786,0.0,0.0,0.3846,0.4211,0.2,0.0,6.46,6.46,0.2521,0.0922334440733007,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
classroom_B_R33_S031,classroom,B,33,31,calibration,False,turn,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0,0.0,2.45,4.29,0.0,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S032,classroom,B,33,32,calibration,False,walk,1.1,0.0,0.0007,0.449,0.0,0.0007,0.0,0.0,0.0,0.0,2.45,2.45,0.1573,0.0002794324013397629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S033,classroom,B,33,33,calibration,False,turn,0.0,-50.0,0.0001,0.0,0.0,0.0001,0.0,0.1053,0.0,0.0,2.29,1.43,0.0,0.023103755677522857,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S034,classroom,B,33,34,calibration,False,walk,2.0,0.0,0.0,0.2574,0.0,0.0,0.0,0.0,0.0,0.0,7.77,7.77,0.0901,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S035,classroom,B,33,35,calibration,False,walk,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.07,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S036,classroom,B,33,36,calibration,False,walk,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.07,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S037,classroom,B,33,37,calibration,False,walk,2.0,0.0,0.0,0.2232,0.0,0.0,0.0,0.0,0.0,0.0,8.96,8.96,0.0781,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S038,classroom,B,33,38,calibration,False,walk,2.0,0.0,0.0,0.2963,0.0,0.0,0.0,0.0,0.0,0.0,6.75,6.75,0.1037,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S039,classroom,B,33,39,calibration,False,walk,2.0,0.0,0.0,0.4396,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.1538,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S040,classroom,B,33,40,calibration,False,turn,0.0,-30.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.33,2.33,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S041,classroom,B,33,41,calibration,False,turn,0.0,-15.0,0.0011,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,1.76,2.3,0.0002,0.00043910805924819886,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S042,classroom,B,33,42,calibration,False,walk,0.87,0.0,0.0002,0.3152,0.0,0.0002,0.0,0.0,0.0,0.0,2.76,2.76,0.1104,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S043,classroom,B,33,43,calibration,False,turn,0.0,90.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,1.46,1.91,0.001,0.0019959457238554494,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S044,classroom,B,33,44,calibration,False,turn,0.0,45.0,0.0004,0.0,0.0,0.0004,0.0,0.3684,0.0,0.0,1.96,1.33,0.0001,0.08085024986024512,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S045,classroom,B,33,45,calibration,False,walk,1.62,0.0,0.0,0.2924,0.0,0.0,0.0,0.0,0.0,0.0,5.54,5.54,0.1023,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S046,classroom,B,33,46,calibration,False,walk,2.0,0.0,0.0,0.5618,0.0,0.0,0.1538,0.2632,0.3,0.0,3.56,3.56,0.2805,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S047,classroom,B,33,47,calibration,False,turn,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,2.87,1.59,0.0,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S048,classroom,B,33,48,calibration,False,walk,2.0,0.0,0.0,0.2058,0.0,0.0,0.0,0.0,0.0,0.0,9.72,9.72,0.072,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S049,classroom,B,33,49,calibration,False,walk,2.0,0.0,0.0,0.2451,0.0,0.0,0.0,0.0,0.0,0.0,8.16,8.16,0.0858,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S050,classroom,B,33,50,calibration,True,turn,0.0,-90.0,0.0911,0.0,0.0,0.0911,1.0,0.0,0.4,0.0,0.86,8.26,0.4082,0.03636613108864629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S051,classroom,B,33,51,calibration,False,walk,1.03,0.0,0.7941,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.73,0.73,0.8988,0.6182189335939364,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
classroom_B_R33_S052,classroom,B,33,52,calibration,False,turn,0.0,90.0,0.7503,0.0,0.0,0.7503,0.8571,1.0,1.0,0.6667,0.18,0.09,0.5501,0.7730748411175178,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,4,1,0
classroom_B_R33_S053,classroom,B,33,53,calibration,False,turn,0.0,15.0,0.4013,0.0,0.0,0.4013,0.2308,0.4737,0.5,0.5,0.48,0.82,0.211,0.45483954796505255,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
classroom_B_R33_S054,classroom,B,33,54,calibration,False,walk,2.0,0.0,0.0,0.2035,0.0,0.0,0.2308,0.3158,0.5,0.5,9.83,9.83,0.202,0.26006014051328674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S055,classroom,B,33,55,calibration,False,walk,2.0,0.0,0.0,0.2597,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,0.0909,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S056,classroom,B,33,56,calibration,False,walk,2.0,0.0,0.0,0.2778,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0972,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S057,classroom,B,33,57,calibration,False,walk,2.0,0.0,0.0,0.3968,0.0,0.0,0.0,0.0,0.0,0.0,5.04,5.04,0.1389,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S058,classroom,B,33,58,calibration,False,walk,2.0,0.0,0.0001,0.6944,0.0,0.0001,0.0,0.0,0.0,0.0,2.88,2.88,0.2431,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S059,classroom,B,33,59,calibration,False,turn,0.0,-80.0,0.0392,0.0,0.0,0.0392,0.2222,0.9474,0.0,0.0,1.04,0.75,0.0856,0.2231570364057916,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S060,classroom,B,33,60,calibration,False,turn,0.0,-15.0,0.1419,0.0,0.0,0.1419,0.2308,0.4737,0.5,0.3333,0.76,1.07,0.1591,0.28764698004154104,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S061,classroom,B,33,61,calibration,False,walk,1.26,0.0,0.0,0.3621,0.0,0.0,0.2308,0.4737,0.0,0.0,3.48,3.48,0.2075,0.10375441096538243,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S062,classroom,B,33,62,calibration,False,walk,1.08,0.0,0.0015,0.4696,0.0,0.0015,0.2308,0.3684,0.5,0.3333,2.3,2.3,0.2954,0.2085369873526343,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S063,classroom,B,33,63,calibration,False,turn,0.0,-50.0,0.0452,0.0,0.0,0.0452,0.2308,0.8421,0.1,0.5,1.01,0.96,0.0998,0.3933788677144041,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S064,classroom,B,33,64,calibration,False,walk,1.62,0.0,0.0004,0.6255,0.0,0.0004,0.3077,0.3684,0.4,0.0,2.59,2.59,0.3667,0.08085024986024512,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
classroom_B_R33_S065,classroom,B,33,65,calibration,False,turn,0.0,-50.0,0.0009,0.0,0.0,0.0009,0.0,0.5263,0.0,0.0,1.81,1.05,0.0002,0.11563464808775815,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S066,classroom,B,33,66,calibration,False,walk,2.0,0.0,0.0,0.2436,0.0,0.0,0.0,0.1579,0.0,0.0,8.21,8.21,0.0853,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S067,classroom,B,33,67,calibration,False,walk,2.0,0.0,0.0,0.3067,0.0,0.0,0.0,0.0526,0.0,0.0,6.52,6.52,0.1074,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S068,classroom,B,33,68,calibration,False,walk,2.0,0.0,0.0,0.4988,0.0,0.0,0.0,0.0,0.0,0.0,4.01,4.01,0.1746,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S069,classroom,B,33,69,calibration,False,turn,0.0,-80.0,0.0027,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,1.58,2.02,0.0005,0.0010778106908819426,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S070,classroom,B,33,70,calibration,False,walk,2.0,0.0,0.0,0.4301,0.0,0.0,0.0,0.0,0.0,0.0,4.65,4.65,0.1505,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S071,classroom,B,33,71,calibration,False,walk,2.0,0.0,0.0001,0.6969,0.0,0.0001,0.0,0.0,0.0,0.0,2.87,2.87,0.2439,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S072,classroom,B,33,72,calibration,False,walk,2.0,0.0,0.0,0.5587,0.0,0.0,0.2308,0.3158,0.5,0.1111,3.58,3.58,0.3263,0.11158548378796862,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S073,classroom,B,33,73,calibration,False,turn,0.0,-20.0,0.0058,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,1.43,1.44,0.0012,0.002315297039672321,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
classroom_B_R33_S074,classroom,B,33,74,calibration,False,turn,0.0,-20.0,0.343,0.0,0.0,0.343,0.3077,0.5789,0.5,0.0,0.53,0.53,0.2263,0.26371822140602974,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S075,classroom,B,33,75,calibration,True,walk,2.0,0.0,0.0,0.4357,0.0,0.0,0.3077,0.3684,0.5,0.2222,4.59,4.59,0.3102,0.165522327157764,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
classroom_B_R33_S076,classroom,B,33,76,calibration,False,turn,0.0,30.0,0.0007,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,1.85,4.27,0.0001,0.0002794324013397629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S077,classroom,B,33,77,calibration,False,walk,2.22,0.0,0.0356,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.66,1.66,0.3571,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,4,1,0
classroom_B_R33_S078,classroom,B,33,78,calibration,False,turn,0.0,-90.0,0.5,0.0,0.0,0.5,1.0,0.9474,1.0,0.2222,0.4,0.23,0.55,0.49193514727173715,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,7,1,0
classroom_B_R33_S079,classroom,B,33,79,calibration,False,walk,2.0,0.0,0.7211,1.0,1.0,1.0,0.5385,0.5263,0.5,0.3333,0.81,0.81,0.7327,0.641712152061695,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,13,1,1
classroom_B_R33_S080,classroom,B,33,80,calibration,False,walk,2.0,0.0,0.0,0.277,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.097,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S081,classroom,B,33,81,calibration,False,walk,2.0,0.0,0.0,0.3802,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,0.1331,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S082,classroom,B,33,82,calibration,False,turn,0.0,-15.0,0.0452,0.0,0.0,0.0452,0.0769,0.3684,0.0,0.0,1.01,3.16,0.036,0.09873392354598995,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S083,classroom,B,33,83,calibration,False,walk,1.82,0.0,0.0,0.6007,0.0,0.0,0.0769,0.2105,0.0,0.0,3.03,3.03,0.2372,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S084,classroom,B,33,84,calibration,False,turn,0.0,-70.0,0.0121,0.0,0.0,0.0121,0.0,0.0,0.0,0.0,1.28,1.28,0.0024,0.004830188651730187,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S085,classroom,B,33,85,calibration,False,walk,2.0,0.0,0.0,0.2484,0.0,0.0,0.0,0.1053,0.0,0.0,8.05,8.05,0.087,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S086,classroom,B,33,86,calibration,False,turn,0.0,15.0,0.0002,0.0,0.0,0.0002,0.0,0.2105,0.0,0.0,2.16,6.12,0.0,0.04618560837616342,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S087,classroom,B,33,87,calibration,False,walk,2.0,0.0,0.0,0.3378,0.0,0.0,0.0,0.0526,0.0,0.0,5.92,5.92,0.1182,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S088,classroom,B,33,88,calibration,False,turn,0.0,-15.0,0.0007,0.0,0.0,0.0007,0.0,0.1053,0.0,0.0,1.86,4.13,0.0001,0.023343269164385512,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S089,classroom,B,33,89,calibration,False,walk,2.0,0.0,0.0,0.5277,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3.79,0.1847,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S090,classroom,B,33,90,calibration,False,turn,0.0,15.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,1.79,1.79,0.0002,0.00039918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
classroom_B_R33_S091,classroom,B,33,91,calibration,False,walk,0.91,0.0,0.066,0.5948,0.0,0.066,0.0,0.0,0.0,0.0,1.53,1.53,0.2214,0.02634648355489193,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
